Div,Date,HomeTeam,AwayTeam,HTOa,ATOa,HTAt,ATAt,HTMid,ATMid,HTDef,ATDef,HomeSquad,AwaySquad,HomeAvgAge,AwayAvgAge,HomeMV,AwayMV,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HxG,AxG,HxA,AxA,HxPTS,AxPTS,HPPDA,APPDA,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,PSCH,PSCD,PSCA
E0,2021-09-25,Watford,Newcastle United,75,76,74,79,75,75,73,74,47,34,25,27,156.2,313.9,1,1,D,0,1,A,15,20,4,6,19,12,5,6,4,3,0,0,0.9,2.52,0.83,2.27,0.4,2.45,5.38,8.0,2.2,3.4,3.3,2.25,3.3,3.3,2.25,3.35,3.3,2.26,3.42,3.47,2.25,3.25,3.25,2.2,3.25,3.25,2.16,3.57,3.59
E0,2021-09-25,Brentford,Liverpool,73,84,73,86,74,83,73,85,38,49,24,24,273.3,918.9,3,3,D,1,1,D,12,16,4,6,8,7,2,11,1,1,0,0,2.94,2.26,1.8,1.62,1.86,0.93,23.7,6.71,7.0,4.5,1.45,6.75,4.4,1.48,6.25,4.5,1.5,7.48,4.51,1.49,7.0,4.2,1.47,7.0,4.2,1.45,7.88,4.98,1.43
E0,2021-09-26,Southampton,Wolverhampton Wanderers,76,78,76,78,77,81,73,77,33,38,25,24,274.3,376.95,0,1,A,0,0,D,18,5,6,3,12,8,5,5,0,0,0,0,0.91,0.91,0.86,0.44,1.3,1.36,8.36,32.38,2.62,3.2,2.8,2.65,3.2,2.75,2.65,3.2,2.8,2.7,3.27,2.89,2.62,3.2,2.75,2.6,3.13,2.75,2.15,3.42,3.78
E0,2021-09-26,Arsenal,Tottenham,79,82,83,86,81,80,77,80,41,45,23,23,613.05,689.35,3,1,H,3,0,H,12,10,7,4,12,13,4,4,2,1,0,0,1.44,0.98,0.9,0.88,1.78,0.94,16.4,12.5,2.15,3.3,3.5,2.3,3.25,3.2,2.25,3.25,3.35,2.29,3.3,3.54,2.25,3.25,3.3,2.2,3.25,3.25,2.25,3.4,3.53
E0,2021-09-27,Crystal Palace,Brighton,76,76,77,75,76,77,74,75,33,43,25,24,271.05,318.0,1,1,D,1,0,H,8,8,3,4,12,10,6,5,2,3,0,0,1.37,0.65,0.55,0.51,2.08,0.65,17.38,11.04,3.1,3.2,2.45,2.95,3.2,2.5,3.0,3.15,2.5,3.14,3.21,2.56,3.1,3.0,2.5,2.9,3.0,2.5,2.96,3.14,2.74
E0,2021-10-02,Manchester United,Everton,84,79,85,79,84,78,83,80,43,42,25,25,769.15,479.05,1,1,D,1,0,H,13,12,6,2,10,9,10,1,1,1,0,0,1.05,1.32,1.05,1.32,1.12,1.58,8.13,19.81,1.45,4.33,7.5,1.5,4.25,6.75,1.5,4.4,6.5,1.51,4.37,7.59,1.47,4.2,7.0,1.45,4.5,7.5,1.56,4.33,6.57
E0,2021-10-02,Burnley,Norwich,76,74,76,76,76,74,77,74,35,45,27,24,138.05,163.2,0,0,D,0,0,D,14,10,4,2,13,3,9,5,5,2,0,0,0.58,0.67,0.5,0.39,1.19,1.41,7.69,16.17,1.85,3.6,4.33,1.85,3.5,4.5,1.85,3.7,4.2,1.9,3.69,4.42,1.88,3.4,4.2,1.83,3.5,4.2,1.99,3.6,4.12
E0,2021-10-02,Chelsea,Southampton,83,76,84,76,85,76,82,73,44,33,25,25,914.5,274.3,3,1,H,1,0,H,20,6,9,2,11,13,7,2,1,3,0,1,3.79,1.53,3.43,0.75,2.72,0.18,7.29,9.47,1.36,4.75,9.0,1.36,5.0,8.5,1.35,5.0,9.5,1.4,4.91,9.22,1.36,4.6,9.0,1.36,4.6,8.5,1.46,4.71,7.79
E0,2021-10-02,Leeds,Watford,76,75,78,75,78,76,76,74,35,47,23,25,299.45,156.2,1,0,H,1,0,H,20,5,4,1,10,16,6,3,0,3,0,0,1.57,0.19,0.66,0.13,2.51,0.3,6.75,13.86,1.7,4.0,4.75,1.78,3.6,4.75,1.75,3.95,4.4,1.78,3.96,4.8,1.75,3.7,4.6,1.7,3.8,4.6,1.78,3.98,4.74
E0,2021-10-02,Wolverhampton Wanderers,Newcastle United,78,76,78,79,81,75,77,75,38,34,24,27,376.95,313.9,2,1,H,1,1,D,7,8,3,2,15,5,0,4,0,2,0,0,1.16,0.87,1.16,0.18,1.63,1.02,10.67,13.14,1.61,4.2,5.25,1.67,4.2,4.75,1.7,3.9,4.9,1.72,4.06,5.06,1.65,3.9,5.0,1.65,3.7,5.25,1.83,3.72,4.77
E0,2021-10-02,Brighton,Arsenal,76,79,75,83,77,81,75,77,43,41,24,23,318.0,613.05,0,0,D,0,0,D,21,8,2,2,8,5,8,5,2,1,0,0,1.12,0.36,0.91,0.2,1.99,0.68,8.75,30.13,3.0,3.25,2.4,2.95,3.2,2.5,3.0,3.15,2.5,3.16,3.2,2.54,3.0,3.1,2.45,3.0,3.2,2.38,3.31,3.4,2.35
E0,2021-10-03,Crystal Palace,Leicester,76,80,77,82,76,81,74,79,33,40,25,25,271.05,526.549999,2,2,D,0,2,A,18,9,4,5,15,11,1,3,2,3,0,0,1.17,1.04,0.92,0.63,1.41,1.28,6.8,9.32,3.1,3.4,2.3,3.2,3.3,2.3,3.05,3.35,2.35,3.17,3.44,2.41,3.0,3.3,2.35,3.0,3.3,2.3,2.87,3.3,2.7
E0,2021-10-03,Tottenham,Aston Villa,82,78,86,79,80,76,80,77,45,44,23,24,689.35,487.75,2,1,H,1,0,H,17,14,8,3,11,14,5,8,2,1,0,0,1.78,1.07,1.57,0.93,1.9,0.84,7.85,7.27,2.1,3.6,3.4,2.15,3.4,3.4,2.1,3.5,3.45,2.13,3.61,3.64,2.15,3.3,3.5,2.1,3.4,3.4,2.14,3.47,3.74
E0,2021-10-03,West Ham,Brentford,79,73,79,73,79,74,79,73,36,38,26,24,354.9,273.3,1,2,A,0,1,A,18,13,5,6,16,13,11,6,2,3,0,0,1.37,1.3,1.1,0.41,1.38,1.32,6.0,13.43,1.75,3.75,4.75,1.8,3.5,4.75,1.8,3.65,4.4,1.84,3.65,4.82,1.8,3.4,4.75,1.75,3.6,4.5,1.76,3.85,5.13
E0,2021-10-03,Liverpool,Manchester City,84,85,86,85,83,85,85,86,49,39,24,24,918.9,1000.0,2,2,D,0,0,D,6,12,4,3,10,12,3,4,3,3,0,0,0.95,1.04,0.9,0.93,1.28,1.4,10.48,29.3,2.87,3.5,2.4,2.8,3.6,2.4,2.85,3.4,2.45,2.99,3.55,2.46,2.8,3.5,2.38,2.8,3.4,2.38,3.12,3.54,2.38
E0,2021-10-16,Watford,Liverpool,75,84,75,86,76,83,74,85,47,49,25,24,156.2,918.9,0,5,A,0,2,A,6,19,2,8,4,10,1,9,0,0,0,0,0.3,3.66,0.28,2.69,0.02,2.97,45.09,4.88,8.5,5.5,1.33,8.0,5.25,1.35,7.75,5.25,1.37,9.43,5.49,1.36,8.5,5.0,1.35,8.5,5.0,1.33,8.6,5.68,1.36
E0,2021-10-16,Aston Villa,Wolverhampton Wanderers,78,78,79,78,76,81,77,77,44,38,24,24,487.75,376.95,2,3,A,0,0,D,14,9,5,4,8,17,6,7,2,3,0,0,1.21,2.2,1.14,1.82,0.65,2.13,12.69,9.12,2.15,3.25,3.5,2.15,3.3,3.5,2.25,3.25,3.35,2.32,3.31,3.47,2.25,3.1,3.4,2.2,3.2,3.3,2.16,3.31,3.89
E0,2021-10-16,Leicester,Manchester United,80,84,82,85,81,84,79,83,40,43,25,25,526.549999,769.15,4,2,H,1,1,D,22,18,11,6,5,17,4,3,0,3,0,0,2.97,1.02,1.8,0.99,2.62,0.26,13.29,12.35,3.5,3.6,2.05,3.75,3.5,2.0,3.45,3.55,2.1,3.56,3.68,2.13,3.5,3.5,2.05,3.4,3.5,2.05,3.7,3.97,1.99
E0,2021-10-16,Manchester City,Burnley,85,76,84,76,86,76,86,77,39,35,24,27,1000.0,138.05,2,0,H,1,0,H,15,7,6,2,11,5,6,2,1,0,0,0,2.16,1.08,0.91,0.99,2.22,0.55,8.53,23.47,1.12,9.0,19.0,1.13,8.5,21.0,1.12,9.0,21.0,1.13,9.94,24.65,1.1,9.0,23.0,1.09,9.0,23.0,1.15,9.13,21.3
E0,2021-10-16,Norwich,Brighton,74,76,76,75,74,75,74,76,45,43,24,24,163.2,318.0,0,0,D,0,0,D,15,11,3,3,5,14,8,4,3,5,0,0,1.16,1.18,0.77,1.12,1.3,1.37,24.0,5.91,3.6,3.4,2.1,3.6,3.5,2.05,3.6,3.3,2.1,3.77,3.41,2.16,3.6,3.25,2.1,3.6,3.25,2.05,4.12,3.69,1.96
E0,2021-10-16,Southampton,Leeds,76,76,76,78,77,78,73,76,33,35,25,23,274.3,299.45,1,0,H,0,0,D,19,3,5,0,16,14,8,1,2,3,0,0,1.83,0.45,1.22,0.1,2.47,0.35,7.65,5.61,2.3,3.5,3.0,2.4,3.5,2.9,2.4,3.5,2.9,2.44,3.58,3.01,2.35,3.4,2.9,2.3,3.5,2.88,2.12,3.72,3.55
E0,2021-10-16,Brentford,Chelsea,73,83,72,84,74,85,73,82,38,44,24,25,273.3,914.5,0,1,A,0,1,A,17,5,7,1,13,8,5,5,1,1,0,0,1.62,0.25,0.91,0.08,2.5,0.31,14.26,13.87,6.5,3.8,1.57,7.0,3.95,1.52,6.0,3.85,1.6,6.69,3.92,1.61,6.5,3.6,1.6,6.0,3.75,1.57,5.64,3.87,1.7
E0,2021-10-17,Everton,West Ham,79,79,79,79,78,79,80,79,42,36,25,26,479.05,354.9,0,1,A,0,0,D,15,16,2,4,3,3,7,9,0,2,0,0,0.85,2.03,0.61,1.06,0.52,2.28,18.41,11.31,2.5,3.4,2.8,2.45,3.5,2.75,2.5,3.3,2.85,2.57,3.37,2.98,2.5,3.2,2.9,2.45,3.3,2.8,2.91,3.36,2.63
E0,2021-10-17,Newcastle United,Tottenham,76,82,79,86,75,80,75,80,34,45,27,23,313.9,689.35,2,3,A,1,3,A,7,14,1,4,13,4,2,9,4,1,1,0,0.65,1.55,0.65,1.37,0.56,2.19,11.56,9.15,3.5,3.6,2.05,3.4,3.6,2.0,3.45,3.55,2.1,3.57,3.66,2.13,3.5,3.5,2.05,3.4,3.5,2.05,3.58,3.71,2.11
E0,2021-10-18,Arsenal,Crystal Palace,79,76,83,77,81,76,77,74,41,33,23,25,613.05,271.05,2,2,D,1,0,H,17,9,6,6,7,4,6,4,1,1,0,0,1.74,0.49,0.87,0.39,2.4,0.41,16.89,21.38,1.6,3.8,6.0,1.62,3.9,5.75,1.65,3.85,5.5,1.66,3.94,5.91,1.62,3.7,5.8,1.6,3.8,5.5,1.62,4.17,5.96
E0,2021-10-22,Arsenal,Aston Villa,79,78,83,79,79,76,77,77,41,44,23,24,613.05,487.75,3,1,H,2,0,H,22,10,9,4,17,10,7,4,2,5,0,0,3.5,1.41,1.91,1.34,2.64,0.25,9.74,13.25,1.83,3.75,4.2,1.9,3.5,4.0,1.9,3.65,4.1,1.92,3.77,4.22,1.88,3.6,4.0,1.87,3.75,4.2,2.04,3.65,3.87
E0,2021-10-23,Chelsea,Norwich,83,74,84,74,85,74,82,74,44,45,25,24,914.5,163.2,7,0,H,3,0,H,23,3,13,1,14,16,5,0,0,2,0,1,3.11,0.27,2.32,0.25,2.92,0.05,6.89,18.17,1.18,7.0,15.0,1.14,8.25,23.0,1.2,6.75,15.0,1.19,7.28,19.32,1.17,6.5,19.0,1.18,7.0,20.0,1.22,6.75,15.5
E0,2021-10-23,Crystal Palace,Newcastle United,76,76,77,79,76,75,74,75,33,34,25,27,271.05,313.9,1,1,D,0,0,D,15,6,3,2,13,9,3,7,3,4,0,0,2.26,0.72,2.17,0.27,2.5,0.34,5.12,25.67,1.9,3.6,4.0,1.95,3.6,3.7,1.95,3.55,3.8,1.99,3.7,3.98,1.95,3.5,3.8,1.93,3.4,3.9,2.0,3.51,4.2
E0,2021-10-23,Everton,Watford,79,75,79,75,78,76,79,74,42,47,25,25,479.05,156.2,2,5,A,1,1,D,15,20,4,8,9,13,3,5,4,3,0,0,1.84,3.1,1.73,2.93,0.6,2.22,10.68,13.43,1.65,3.8,5.5,1.6,4.1,5.25,1.65,3.85,5.25,1.68,3.88,5.79,1.65,3.7,5.5,1.62,3.7,5.5,1.84,3.57,4.98
E0,2021-10-23,Leeds,Wolverhampton Wanderers,76,78,78,78,78,81,75,77,35,38,23,24,299.45,376.95,1,1,D,0,1,A,18,8,4,4,15,14,6,3,2,3,0,0,1.71,0.86,0.86,0.24,2.09,0.66,3.6,15.56,2.4,3.4,2.87,2.1,3.7,3.2,2.55,3.35,2.75,2.67,3.46,2.79,2.5,3.25,2.8,2.45,3.3,2.75,2.64,3.44,2.84
E0,2021-10-23,Southampton,Burnley,76,76,76,76,77,76,74,77,33,35,25,27,274.3,138.05,2,2,D,1,1,D,16,9,4,5,10,11,6,2,1,3,0,0,1.43,0.67,0.75,0.65,2.01,0.71,6.33,9.73,1.95,3.5,3.9,1.95,3.5,3.8,1.97,3.5,3.8,2.02,3.63,3.98,1.95,3.5,3.8,1.95,3.3,3.9,2.09,3.46,3.92
E0,2021-10-23,Brighton,Manchester City,76,85,77,84,74,86,76,86,43,39,24,24,318.0,1000.0,1,4,A,0,3,A,10,23,5,14,10,6,7,6,2,3,0,0,1.17,3.57,0.37,3.32,0.14,2.78,9.79,23.79,8.0,4.75,1.4,6.5,5.0,1.43,7.25,4.6,1.43,7.66,4.79,1.46,8.0,4.6,1.4,8.0,4.4,1.4,8.18,4.95,1.43
E0,2021-10-24,Brentford,Leicester,73,80,72,82,74,81,73,78,38,40,24,25,273.3,526.549999,1,2,A,0,1,A,15,10,5,6,13,7,9,2,1,1,0,0,1.17,1.0,1.04,0.89,1.5,1.18,5.84,21.33,2.62,3.3,2.7,2.8,3.2,2.6,2.6,3.4,2.7,2.66,3.47,2.79,2.6,3.4,2.62,2.6,3.3,2.63,2.86,3.56,2.55
E0,2021-10-24,West Ham,Tottenham,79,82,79,90,79,81,79,80,36,45,26,23,354.9,689.35,1,0,H,0,0,D,13,7,4,4,11,4,2,4,2,1,0,0,1.73,0.67,1.52,0.61,2.25,0.52,21.59,11.3,2.3,3.5,3.0,2.4,3.5,2.8,2.4,3.45,2.95,2.32,3.54,3.23,2.38,3.4,2.9,2.3,3.4,2.9,2.25,3.65,3.29
E0,2021-10-24,Manchester United,Liverpool,84,84,85,86,84,83,83,85,43,49,25,24,769.15,918.9,0,5,A,0,4,A,12,19,4,8,10,8,6,3,6,0,1,0,1.36,4.05,1.36,3.67,0.15,2.78,60.71,8.23,3.1,3.6,2.2,3.0,3.5,2.25,3.0,3.65,2.25,3.15,3.73,2.29,3.0,3.5,2.25,3.0,3.6,2.2,3.09,3.66,2.35
E0,2021-10-30,Leicester,Arsenal,80,79,82,83,82,79,78,77,40,41,25,23,526.549999,613.05,0,2,A,0,2,A,16,9,8,5,8,11,7,6,2,0,0,0,1.99,1.1,1.14,0.89,2.08,0.69,9.11,24.93,2.4,3.5,2.87,2.5,3.4,2.7,2.45,3.45,2.85,2.52,3.49,2.95,2.45,3.3,2.87,2.45,3.5,2.88,2.55,3.53,2.88
E0,2021-10-30,Burnley,Brentford,76,73,76,72,76,74,77,73,35,38,27,24,138.05,273.3,3,1,H,3,0,H,15,12,6,5,7,10,4,2,1,1,0,0,2.73,0.83,2.23,0.3,2.61,0.27,16.26,9.21,2.6,3.3,2.75,2.7,3.2,2.7,2.65,3.2,2.8,2.73,3.31,2.84,2.6,3.2,2.75,2.6,3.1,2.75,2.74,3.21,2.9
E0,2021-10-30,Liverpool,Brighton,84,76,86,77,83,74,85,76,49,43,24,24,918.9,318.0,2,2,D,2,1,H,14,9,3,6,8,5,5,3,2,2,0,0,1.4,1.51,1.28,1.49,1.25,1.48,11.83,26.4,1.22,6.5,13.0,1.27,6.25,9.75,1.25,6.25,12.0,1.25,6.92,11.52,1.22,6.0,13.0,1.2,6.5,13.0,1.3,5.75,11.6
E0,2021-10-30,Manchester City,Crystal Palace,85,76,84,77,87,76,85,74,39,33,24,25,1000.0,271.05,0,2,A,0,1,A,14,8,3,3,11,11,7,1,2,3,1,0,0.66,1.05,0.52,1.05,0.94,1.73,7.2,16.68,1.14,8.0,19.0,1.16,7.5,19.0,1.15,8.0,17.0,1.15,8.94,22.14,1.14,7.5,19.0,1.13,8.0,18.0,1.14,9.25,21.0
E0,2021-10-30,Newcastle United,Chelsea,76,83,79,84,74,85,75,82,34,44,27,25,313.9,914.5,0,3,A,0,0,D,6,19,1,6,14,12,0,2,3,2,0,0,0.16,2.17,0.12,1.37,0.08,2.86,21.07,3.89,8.5,5.0,1.36,8.75,4.75,1.37,7.75,4.9,1.4,9.28,4.96,1.4,9.0,4.75,1.35,8.5,4.6,1.36,8.43,4.52,1.46
E0,2021-10-30,Watford,Southampton,75,76,75,76,76,77,73,74,47,33,25,25,156.2,274.3,0,1,A,0,1,A,10,12,4,1,16,6,5,8,2,2,0,0,0.85,1.91,0.75,1.86,0.57,2.21,10.04,7.05,3.2,3.3,2.3,3.1,3.4,2.25,3.05,3.4,2.35,3.22,3.4,2.39,3.1,3.3,2.3,3.0,3.3,2.3,3.22,3.54,2.33
E0,2021-10-30,Tottenham,Manchester United,82,84,90,85,81,83,80,84,45,43,23,25,689.35,769.15,0,3,A,0,1,A,9,10,0,4,12,14,10,2,2,3,0,0,1.16,1.39,1.01,1.31,1.17,1.52,7.17,10.28,2.87,3.6,2.37,2.87,3.6,2.3,2.85,3.55,2.4,3.04,3.66,2.38,2.87,3.5,2.35,2.9,3.4,2.3,3.18,3.74,2.27
E0,2021-10-31,Norwich,Leeds,74,76,74,78,74,77,74,75,45,35,24,23,163.2,299.45,1,2,A,0,0,D,14,13,3,6,14,23,5,0,1,4,0,0,0.66,1.17,0.24,1.1,0.87,1.82,8.73,4.29,3.4,3.5,2.1,3.4,3.5,2.1,3.35,3.55,2.15,3.58,3.7,2.11,3.4,3.4,2.1,3.4,3.5,2.05,3.66,3.72,2.08
E0,2021-10-31,Aston Villa,West Ham,78,79,79,79,76,79,77,79,44,36,24,26,487.75,354.9,1,4,A,1,2,A,9,21,3,9,7,13,3,6,1,2,1,0,0.69,2.66,0.59,1.78,0.15,2.76,22.75,6.87,2.8,3.5,2.45,2.65,3.6,2.45,2.8,3.45,2.45,2.86,3.58,2.54,2.8,3.4,2.45,2.75,3.4,2.45,2.94,3.5,2.52
E0,2021-11-01,Wolverhampton Wanderers,Everton,78,79,78,79,81,78,77,79,38,42,24,25,376.95,479.05,2,1,H,2,0,H,10,14,4,5,10,8,4,3,1,1,0,0,1.69,1.7,0.61,0.97,1.34,1.38,8.5,13.46,2.2,3.2,3.5,2.25,3.25,3.3,2.25,3.25,3.35,2.27,3.4,3.47,2.2,3.2,3.4,2.2,3.1,3.4,2.3,3.19,3.66
E0,2021-11-05,Southampton,Aston Villa,76,78,76,79,77,77,74,77,33,44,25,24,274.3,487.75,1,0,H,1,0,H,9,14,3,3,12,12,10,8,2,2,0,0,0.9,0.54,0.36,0.46,1.72,0.92,5.46,10.65,1.95,3.6,3.75,1.98,3.6,3.6,2.0,3.6,3.7,2.04,3.71,3.79,2.0,3.5,3.6,2.0,3.7,3.7,2.17,3.59,3.54
E0,2021-11-06,Manchester United,Manchester City,84,85,85,84,83,87,84,85,43,39,25,24,769.15,1000.0,0,2,A,0,2,A,5,16,1,5,9,12,1,9,1,2,0,0,0.76,2.04,0.21,1.79,0.44,2.37,23.47,10.3,4.75,4.0,1.7,4.4,3.9,1.73,4.5,4.2,1.7,4.84,4.16,1.74,4.6,3.9,1.7,4.8,4.1,1.7,4.79,4.21,1.73
E0,2021-11-06,Brentford,Norwich,73,74,72,74,74,74,73,74,38,45,24,24,273.3,163.2,1,2,A,0,2,A,19,9,7,5,12,13,6,2,2,3,0,0,2.79,1.16,2.73,0.31,2.5,0.34,6.78,14.72,1.6,4.0,5.75,1.63,3.8,5.25,1.63,3.9,5.75,1.63,4.05,6.06,1.61,3.7,5.8,1.6,3.7,5.75,1.68,4.07,5.46
E0,2021-11-06,Chelsea,Burnley,83,76,84,76,86,76,82,76,44,35,25,27,914.5,138.05,1,1,D,1,0,H,25,5,4,2,6,9,14,2,1,4,0,0,3.01,0.67,2.82,0.67,2.73,0.17,13.6,15.9,1.25,6.0,12.0,1.25,6.0,13.0,1.27,5.75,11.0,1.27,6.08,13.48,1.25,5.8,12.0,1.22,5.75,13.0,1.29,5.77,13.05
E0,2021-11-06,Crystal Palace,Wolverhampton Wanderers,76,78,77,78,76,81,74,77,33,38,25,24,271.05,376.95,2,0,H,0,0,D,13,4,6,2,14,13,4,6,2,1,0,0,2.65,0.25,2.54,0.17,2.86,0.08,6.42,16.05,2.45,3.2,3.0,2.4,3.2,3.0,2.5,3.15,3.05,2.56,3.17,3.17,2.45,3.1,3.0,2.4,3.0,3.1,2.37,3.16,3.52
E0,2021-11-06,Brighton,Newcastle United,76,76,77,79,74,74,76,75,43,34,24,27,318.0,313.9,1,1,D,1,0,H,14,6,5,1,16,10,2,5,3,4,1,0,1.43,0.23,0.64,0.2,2.53,0.29,7.03,20.3,1.57,3.9,6.0,1.65,3.9,5.25,1.63,3.95,5.5,1.63,4.11,6.04,1.6,3.8,5.8,1.57,3.8,5.75,1.61,4.2,6.11
E0,2021-11-07,Arsenal,Watford,79,75,83,75,79,76,77,73,41,47,23,25,613.05,156.2,1,0,H,0,0,D,14,7,6,1,6,19,4,2,4,2,0,1,1.49,0.49,0.43,0.42,2.28,0.47,11.87,10.89,1.36,4.75,8.5,1.4,4.75,8.0,1.4,5.25,7.5,1.41,4.98,8.73,1.38,4.6,8.5,1.36,4.75,8.0,1.46,4.86,7.41
E0,2021-11-07,Everton,Tottenham,79,81,79,90,79,81,79,80,42,45,25,23,479.05,689.35,0,0,D,0,0,D,12,8,2,0,13,17,4,2,2,4,1,0,0.6,0.8,0.47,0.64,1.09,1.53,10.42,9.04,3.1,3.25,2.37,2.95,3.25,2.4,3.05,3.25,2.4,3.15,3.34,2.46,3.0,3.25,2.37,3.0,3.2,2.38,3.48,3.35,2.31
E0,2021-11-07,Leeds,Leicester,76,80,78,82,78,82,75,78,35,40,23,25,299.45,526.549999,1,1,D,1,1,D,18,9,5,3,12,5,10,5,1,1,0,0,1.97,0.8,1.82,0.28,2.34,0.45,8.77,12.44,2.8,3.5,2.45,2.7,3.5,2.5,2.75,3.55,2.5,2.84,3.61,2.54,2.7,3.5,2.45,2.7,3.5,2.4,2.69,3.49,2.76
E0,2021-11-07,West Ham,Liverpool,79,84,79,86,79,83,79,85,36,49,26,24,354.9,918.9,3,2,H,1,1,D,7,16,3,5,11,6,3,2,1,1,0,0,1.25,1.46,1.24,1.21,1.21,1.5,20.6,6.64,4.75,4.0,1.7,4.5,4.2,1.68,4.6,4.1,1.7,4.74,4.15,1.75,4.6,3.9,1.7,4.33,4.0,1.7,4.47,4.4,1.75
E0,2021-11-20,Leicester,Chelsea,80,83,82,84,82,86,78,82,40,44,25,25,526.549999,914.5,0,3,A,0,2,A,4,16,3,7,15,8,3,5,3,1,0,0,0.5,2.57,0.49,2.35,0.16,2.73,10.0,8.87,4.75,3.75,1.75,4.8,3.6,1.75,4.6,3.7,1.77,4.92,3.76,1.8,4.6,3.6,1.78,5.0,3.7,1.75,5.06,3.81,1.78
E0,2021-11-20,Aston Villa,Brighton,78,76,79,77,77,74,77,76,44,43,24,24,487.75,318.0,2,0,H,0,0,D,9,6,5,2,7,13,5,7,3,3,0,0,1.07,0.58,0.66,0.51,1.79,0.87,17.82,7.59,2.45,3.3,2.9,2.4,3.3,2.9,2.4,3.3,3.0,2.48,3.33,3.14,2.4,3.2,3.0,2.38,3.2,3.0,2.5,3.37,3.08
E0,2021-11-20,Burnley,Crystal Palace,76,76,76,77,76,76,76,74,35,33,27,25,138.05,271.05,3,3,D,2,3,A,15,18,9,8,14,15,3,6,2,3,0,0,1.04,1.75,0.83,1.51,0.87,1.89,11.78,17.88,2.7,3.2,2.7,2.7,3.25,2.6,2.75,3.2,2.65,2.79,3.29,2.79,2.7,3.1,2.7,2.7,3.13,2.63,2.86,3.25,2.74
E0,2021-11-20,Newcastle United,Brentford,76,73,79,72,74,74,75,73,34,38,27,24,313.9,273.3,3,3,D,2,2,D,23,10,9,4,13,11,8,2,2,2,0,0,2.18,1.23,1.49,0.76,2.05,0.73,7.7,7.65,2.62,3.4,2.7,2.6,3.4,2.65,2.65,3.3,2.7,2.67,3.42,2.81,2.6,3.3,2.7,2.6,3.25,2.63,2.51,3.45,3.0
E0,2021-11-20,Norwich,Southampton,74,76,74,76,74,77,74,74,45,33,24,25,163.2,274.3,2,1,H,1,1,D,8,17,4,5,8,9,5,7,3,2,0,0,0.44,1.13,0.42,0.99,0.74,1.94,10.75,7.76,3.6,3.5,2.05,3.6,3.5,2.0,3.6,3.4,2.1,3.71,3.54,2.12,3.6,3.4,2.05,3.6,3.3,2.05,3.53,3.53,2.19
E0,2021-11-20,Watford,Manchester United,75,84,75,85,76,83,73,84,47,43,25,25,156.2,769.15,4,1,H,2,0,H,20,9,7,3,7,5,9,3,2,1,0,1,2.73,1.67,1.56,1.56,2.09,0.7,13.04,24.4,6.5,4.75,1.45,6.0,4.5,1.5,6.0,4.6,1.5,6.25,4.69,1.53,6.0,4.33,1.5,6.5,4.4,1.45,6.58,4.8,1.5
E0,2021-11-20,Wolverhampton Wanderers,West Ham,78,79,78,79,81,79,77,79,38,36,24,26,376.95,354.9,1,0,H,0,0,D,15,8,5,3,6,9,7,3,1,1,0,0,1.32,0.44,1.22,0.36,2.11,0.61,21.69,11.71,3.0,3.25,2.4,2.9,3.25,2.45,2.95,3.3,2.45,3.18,3.28,2.49,3.0,3.1,2.45,3.0,3.2,2.38,3.19,3.32,2.46
E0,2021-11-20,Liverpool,Arsenal,84,79,86,83,83,79,85,77,49,41,24,23,918.9,613.05,4,0,H,1,0,H,19,5,9,3,15,12,6,1,2,0,0,0,3.97,0.27,3.19,0.27,2.99,0.01,6.77,28.13,1.45,4.75,6.5,1.47,4.8,6.0,1.5,4.7,6.0,1.47,5.0,6.84,1.47,4.4,6.5,1.44,4.5,6.5,1.55,4.68,6.09
E0,2021-11-21,Manchester City,Everton,85,79,84,79,87,79,85,79,39,42,24,25,1000.0,479.05,3,0,H,1,0,H,17,4,7,1,5,7,7,1,1,1,0,0,2.61,0.27,1.89,0.11,2.82,0.11,6.83,58.0,1.14,8.0,19.0,1.16,8.0,17.5,1.2,7.0,14.0,1.19,7.71,17.04,1.17,7.0,17.0,1.17,7.0,15.0,1.2,7.5,16.0
E0,2021-11-21,Tottenham,Leeds,81,76,90,78,81,78,80,75,45,35,23,23,689.35,299.45,2,1,H,0,1,A,13,18,4,7,11,12,4,8,1,4,0,0,2.32,1.47,1.29,1.22,2.02,0.75,9.59,7.42,1.7,4.2,4.5,1.7,3.9,4.75,1.73,4.0,4.5,1.77,4.15,4.61,1.7,3.9,4.6,1.7,3.75,4.6,1.61,4.18,6.01
E0,2021-11-27,Arsenal,Newcastle United,79,75,83,79,79,74,77,74,41,34,23,27,613.05,313.9,2,0,H,0,0,D,24,9,6,5,6,12,4,4,1,3,0,0,2.84,0.19,2.24,0.1,2.91,0.05,7.04,16.74,1.44,4.75,7.0,1.46,5.0,6.0,1.45,4.7,6.75,1.48,4.95,6.77,1.44,4.6,6.5,1.45,4.75,7.0,1.53,4.52,6.63
